gene,scores,log2FC,pvals,padj,significance
MPI,-0.17356473,-0.23947167,0.8622075460321262,0.9999916980191528,NS
AC006581.1,-0.17361188,-0.58361167,0.8621704933631901,0.9999916980191528,NS
AL136295.2,-0.17361252,-0.5721398,0.86216998856053,0.9999916980191528,NS
AC008906.2,-0.17372248,-0.44131827,0.862083567175017,0.9999916980191528,NS
ASAH2B,-0.17396475,-0.26250675,0.8618931632670737,0.9999916980191528,NS
AL138824.1,-0.17397271,-0.56297845,0.8618869041019293,0.9999916980191528,NS
AC013468.1,-0.1741058,-1.1611557,0.8617823167549508,0.9999916980191528,NS
C20orf203,-0.17417812,-0.47806618,0.8617254812109285,0.9999916980191528,NS
SNHG26,-0.17419071,-0.1755078,0.8617155880632708,0.9999916980191528,NS
AL159978.1,-0.17430234,-2.068393,0.8616278630399344,0.9999916980191528,NS
DISP2,-0.17430478,-0.5260501,0.8616259450205133,0.9999916980191528,NS
METTL14-DT,-0.17431197,-0.828893,0.8616202919153869,0.9999916980191528,NS
P2RX6,-0.17446573,-1.0714188,0.861499458488883,0.9999916980191528,NS
SLC10A5,-0.17467499,-1.9556831,0.861335021214087,0.9999916980191528,NS
PLA2G2D,-0.17468077,-2.0312798,0.8613304788332097,0.9999916980191528,NS
AL445493.2,-0.17469181,-2.091587,0.8613217978514031,0.9999916980191528,NS
ETNK2,-0.17479214,-0.9700298,0.8612429631906287,0.9999916980191528,NS
CAMK2B,-0.17481938,-1.0155312,0.861221564007793,0.9999916980191528,NS
AC016229.1,-0.17490993,-0.5714306,0.8611504023637109,0.9999916980191528,NS
AL355388.2,-0.17493409,-0.68423265,0.861131426115638,0.9999916980191528,NS
LINC01185,-0.17498547,-0.70444673,0.8610910513864927,0.9999916980191528,NS
AC089987.2,-0.1750479,-1.8488058,0.8610419965790705,0.9999916980191528,NS
AC095057.3,-0.1751039,-0.3059632,0.860997989018718,0.9999916980191528,NS
ANXA8,-0.17517224,-0.97193015,0.8609442923049053,0.9999916980191528,NS
LINC01852,-0.17524418,-1.0757354,0.8608877701427071,0.9999916980191528,NS
HAS1,-0.17537777,-0.76262426,0.8607828023035161,0.9999916980191528,NS
RAB9B,-0.17555761,-0.5835215,0.860641503327019,0.9999916980191528,NS
KCNJ10,-0.17567952,-0.45435876,0.8605457253431302,0.9999916980191528,NS
BSN,-0.17577073,-0.4876686,0.8604740698155471,0.9999916980191528,NS
AC011317.1,-0.17579731,-1.6767936,0.8604531789131883,0.9999916980191528,NS
FSHR,-0.17581633,-0.50772566,0.8604382424824829,0.9999916980191528,NS
ZNF883,-0.17582686,-0.37905422,0.860429966913991,0.9999916980191528,NS
AL596087.2,-0.17584755,-0.82800937,0.8604137185862977,0.9999916980191528,NS
TMEM213,-0.17587143,-0.53468084,0.860394947299922,0.9999916980191528,NS
CEACAM18,-0.17597407,-5.7491765,0.8603143124025439,0.9999916980191528,NS
CCR5AS,-0.17608917,-0.17996208,0.8602238900196848,0.9999916980191528,NS
AC022182.2,-0.1761769,-1.6240067,0.8601549643671689,0.9999916980191528,NS
TMCO1-AS1,-0.17625359,-0.83381176,0.8600947183663253,0.9999916980191528,NS
EN2,-0.17634043,-3.7562027,0.8600265010972162,0.9999916980191528,NS
IDH2-DT,-0.17638308,-1.0470135,0.8599929983238419,0.9999916980191528,NS
AXIN1,-0.17640774,-0.025128976,0.8599736233409987,0.9999916980191528,NS
RECQL5,-0.17648546,-0.08271733,0.8599125725141341,0.9999916980191528,NS
PLCH2,-0.1767136,-0.26242852,0.8597333603796642,0.9999916980191528,NS
AC130456.4,-0.17672144,-3.4678564,0.8597272051362136,0.9999916980191528,NS
GAU1,-0.17682523,-0.43655777,0.8596456741912384,0.9999916980191528,NS
AC022217.2,-0.17687416,-1.2376087,0.8596072300444413,0.9999916980191528,NS
FOXC2,-0.17688933,-1.3308094,0.8595953235257858,0.9999916980191528,NS
AC008514.1,-0.1768996,-1.3597313,0.8595872513279068,0.9999916980191528,NS
AC025154.2,-0.17690846,-1.4316272,0.8595802890690227,0.9999916980191528,NS
POTEI,-0.17707366,-2.612565,0.8594505307061822,0.9999916980191528,NS
AL590064.1,-0.1771659,-0.33506054,0.8593780856195552,0.9999916980191528,NS
SH3TC2-DT,-0.17759867,-1.1246186,0.8590381745621334,0.9999916980191528,NS
ANO7,-0.17765929,-0.6889438,0.8589905547952194,0.9999916980191528,NS
LINC02161,-0.17766893,-1.334796,0.8589829881421925,0.9999916980191528,NS
IBA57,-0.17766996,-0.23297153,0.8589821810333008,0.9999916980191528,NS
AL356481.3,-0.17768216,-1.4295803,0.8589725966264767,0.9999916980191528,NS
CCNE2,-0.17776823,-0.12554066,0.8589050019264532,0.9999916980191528,NS
AC079163.2,-0.1777902,-0.8043884,0.8588877503104422,0.9999916980191528,NS
AC104803.1,-0.17784221,-0.877987,0.8588468914886522,0.9999916980191528,NS
PROCA1,-0.17797068,-0.17838766,0.8587460071282225,0.9999916980191528,NS
ERF,-0.17817377,-0.11307063,0.8585865136606073,0.9999916980191528,NS
AC091074.2,-0.17819868,-2.1086571,0.8585669430695765,0.9999916980191528,NS
AC020913.3,-0.17840382,-0.19026658,0.8584058420747473,0.9999916980191528,NS
PCDHGA8,-0.17845431,-0.4886164,0.8583661982126899,0.9999916980191528,NS
AC007686.3,-0.17863351,-0.56610733,0.8582254805181802,0.9999916980191528,NS
LINC01534,-0.1786723,-0.22453882,0.8581950174955687,0.9999916980191528,NS
AC010422.2,-0.17868386,-0.5850318,0.858185939152184,0.9999916980191528,NS
SMIM34B,-0.1787237,-1.041876,0.8581546694463028,0.9999916980191528,NS
SOSTDC1,-0.17873037,-1.0656693,0.8581494242271113,0.9999916980191528,NS
MDGA2,-0.17879254,-0.67947876,0.8581006036412162,0.9999916980191528,NS
AL671710.1,-0.17882067,-0.6896394,0.8580785135131103,0.9999916980191528,NS
AC114763.1,-0.17892511,-0.04870058,0.8579965086672097,0.9999916980191528,NS
IDI2-AS1,-0.17894039,-0.3813513,0.8579845056264228,0.9999916980191528,NS
IGSF21-AS1,-0.17896712,-2.055876,0.8579635256003675,0.9999916980191528,NS
SNHG9,-0.17904663,-0.15044683,0.8579010904433306,0.9999916980191528,NS
ATP2B1-AS1,-0.17904945,-0.4067709,0.8578988714395648,0.9999916980191528,NS
AP001462.1,-0.17906654,-0.9731889,0.8578854565770744,0.9999916980191528,NS
SPATS1,-0.17910726,-0.6197287,0.8578534829725663,0.9999916980191528,NS
AL391832.2,-0.1792736,-0.74895525,0.8577228676734021,0.9999916980191528,NS
LINC01843,-0.17932756,-1.8514446,0.8576805067911011,0.9999916980191528,NS
MPIG6B,-0.17946617,-0.9777894,0.8575716815465,0.9999916980191528,NS
PRIMA1,-0.17947079,-0.99671316,0.8575680507230834,0.9999916980191528,NS
AC073316.3,-0.17957908,-0.46224102,0.8574830298030416,0.9999916980191528,NS
AC010624.1,-0.17963676,-0.4922857,0.8574377465002174,0.9999916980191528,NS
LINC00366,-0.17969187,-1.6751245,0.8573944807093054,0.9999916980191528,NS
LRRC28,-0.17986965,-0.039489146,0.8572549035498578,0.9999916980191528,NS
LINC02507,-0.17991717,-1.1500723,0.8572175896027634,0.9999916980191528,NS
ALKBH6,-0.17992231,-0.26367983,0.8572135556816478,0.9999916980191528,NS
CNDP1,-0.18000402,-0.4747471,0.8571494168370294,0.9999916980191528,NS
AC009403.2,-0.18005604,-0.7529815,0.8571085741963758,0.9999916980191528,NS
AC108727.2,-0.18007146,-1.6504455,0.857096472746688,0.9999916980191528,NS
AL645937.4,-0.18008134,-1.7220318,0.8570887076674971,0.9999916980191528,NS
AC022215.2,-0.18011436,-0.80502176,0.8570627905552589,0.9999916980191528,NS
AC061708.1,-0.1802468,-0.60549575,0.8569588211213772,0.9999916980191528,NS
AC105046.2,-0.18024795,-4.725653,0.8569579135426755,0.9999916980191528,NS
SLC16A11,-0.18024872,-1.0062137,0.8569573084903126,0.9999916980191528,NS
FAM169B,-0.18047571,-0.7859783,0.856779124228461,0.9999916980191528,NS
AC084782.2,-0.1805741,-0.9088883,0.8567018830637563,0.9999916980191528,NS
AC103726.2,-0.1806237,-3.851736,0.8566629604903112,0.9999916980191528,NS
ZNF783,-0.18067841,-0.0749695,0.8566200048942196,0.9999916980191528,NS
TCL6,-0.18068984,-1.1039889,0.856611030656647,0.9999916980191528,NS
AC002128.2,-0.18081097,-1.4781867,0.8565159452110821,0.9999916980191528,NS
MAK16,-0.18101355,-0.14377175,0.8563569363470818,0.9999916980191528,NS
WDR70,-0.18105055,-0.014004501,0.8563278979449345,0.9999916980191528,NS
NBPF3,-0.18106365,-0.111275166,0.8563176135574799,0.9999916980191528,NS
PTOV1-AS1,-0.18107483,-0.1952586,0.8563088415992255,0.9999916980191528,NS
C11orf97,-0.18112929,-1.1464443,0.8562660911602102,0.9999916980191528,NS
AL356056.2,-0.18135294,-0.54080725,0.8560905566339053,0.9999916980191528,NS
AC026341.2,-0.18144222,-1.0642196,0.8560204859646998,0.9999916980191528,NS
AC009432.2,-0.18147266,-0.100379914,0.8559965916218919,0.9999916980191528,NS
AP001020.2,-0.18171133,-0.5483941,0.8558092726157492,0.9999916980191528,NS
MEIG1,-0.18171519,-0.8632603,0.8558062481558935,0.9999916980191528,NS
AC099520.2,-0.1817229,-2.3611019,0.8558001992425358,0.9999916980191528,NS
AC134772.1,-0.1817545,-0.16233899,0.8557753987863499,0.9999916980191528,NS
AC097716.1,-0.1818954,-0.41977245,0.8556648066163498,0.9999916980191528,NS
PRSS27,-0.18196452,-0.7179618,0.8556105701066776,0.9999916980191528,NS
AC010343.3,-0.18201244,-0.513132,0.8555729678711315,0.9999916980191528,NS
AC011257.1,-0.18210274,-2.260378,0.8555020991337262,0.9999916980191528,NS
AC130456.1,-0.18210557,-2.3232818,0.8554998813542039,0.9999916980191528,NS
BSND,-0.18211097,-2.3602693,0.8554956474146487,0.9999916980191528,NS
WSCD2,-0.18211225,-0.8835572,0.8554946393344154,0.9999916980191528,NS
AC107464.3,-0.18214911,-0.9578591,0.8554657075322326,0.9999916980191528,NS
PANX2,-0.182247,-0.6387761,0.8553888930281303,0.9999916980191528,NS
FAM229B,-0.18230018,-0.21394445,0.8553471597381368,0.9999916980191528,NS
SIAH3,-0.18234655,-0.48992145,0.8553107694459184,0.9999916980191528,NS
AC113386.1,-0.18245445,-0.5336754,0.855226095164881,0.9999916980191528,NS
AL512656.1,-0.18249337,-0.39916074,0.8551955523511364,0.9999916980191528,NS
AL035420.1,-0.18252985,-0.5507105,0.8551669249603029,0.9999916980191528,NS
AC005522.1,-0.18261208,-0.34695578,0.855102413229147,0.9999916980191528,NS
AC123512.1,-0.18261412,-0.3385356,0.8551008004482754,0.9999916980191528,NS
ANGPT4,-0.1826781,-0.6844899,0.8550506029463047,0.9999916980191528,NS
NOTUM,-0.18272023,-1.3379213,0.8550175414581839,0.9999916980191528,NS
AC092617.1,-0.1828555,-2.0346348,0.8549114037061448,0.9999916980191528,NS
TTC4,-0.18290122,-0.10721619,0.8548755210712301,0.9999916980191528,NS
CAPS,-0.18298537,0.022083102,0.8548095018388909,0.9999916980191528,NS
AL627316.1,-0.1830668,-1.2312102,0.8547456002217704,0.9999916980191528,NS
LINC02767,-0.1830708,-1.2413726,0.8547424757191778,0.9999916980191528,NS
MUTYH,-0.1830925,-0.14831795,0.8547254421805867,0.9999916980191528,NS
PTPN5,-0.18322429,-1.8719788,0.8546220329205056,0.9999916980191528,NS
VPS45,-0.1834717,-0.04146757,0.8544279205280902,0.9999916980191528,NS
PRSS57,-0.18362264,-1.9517282,0.8543095021854036,0.9999916980191528,NS
AL139424.2,-0.18362328,-0.8362016,0.8543089982845731,0.9999916980191528,NS
ST7-AS1,-0.18362573,-0.8223969,0.8543070834619595,0.9999916980191528,NS
AC100861.2,-0.18396908,-0.5138415,0.8540377067121775,0.9999916980191528,NS
CNIH2,-0.18397166,-1.751009,0.8540356912375539,0.9999916980191528,NS
RBM24,-0.1839845,-1.7552766,0.8540256138787252,0.9999916980191528,NS
AC244131.2,-0.1840743,-0.08446589,0.8539551738056885,0.9999916980191528,NS
AC073968.2,-0.1841425,-1.012223,0.8539016643137254,0.9999916980191528,NS
CR392000.2,-0.18430628,-1.443387,0.8537731838151368,0.9999916980191528,NS
ALKAL1,-0.18435201,-1.6564759,0.8537373107370216,0.9999916980191528,NS
AC053503.1,-0.18435304,-1.6822605,0.8537365046039089,0.9999916980191528,NS
AC078788.1,-0.18441907,-0.5475702,0.8536847108715846,0.9999916980191528,NS
AC114546.1,-0.18453199,-1.0371625,0.8535961390049185,0.9999916980191528,NS
PARP2,-0.18458568,-0.11088536,0.8535540201525832,0.9999916980191528,NS
GP1BA,-0.18464322,-0.6848142,0.853508878879579,0.9999916980191528,NS
NALCN-AS1,-0.184681,-0.19650064,0.8534792551798392,0.9999916980191528,NS
KLK12,-0.18474214,-1.636905,0.8534312934373895,0.9999916980191528,NS
AL358216.1,-0.18482114,-0.8694319,0.8533693268622812,0.9999916980191528,NS
AC020907.1,-0.18486212,-0.92921627,0.8533371852064932,0.9999916980191528,NS
ADNP2,-0.18505326,-0.03808461,0.853187261202059,0.9999916980191528,NS
AC026461.3,-0.18526226,-2.9559872,0.853023338269261,0.9999916980191528,NS
AC083949.1,-0.18530336,-0.23089023,0.8529910984883062,0.9999916980191528,NS
AL136295.17,-0.185369,-0.65538365,0.8529396160972971,0.9999916980191528,NS
PLEKHG4,-0.1854403,-0.37408012,0.852883701489917,0.9999916980191528,NS
TMEM63C,-0.18544236,-0.3712252,0.8528820895482332,0.9999916980191528,NS
AC074124.1,-0.18544416,-1.3535086,0.8528806790997638,0.9999916980191528,NS
GPR20,-0.18546894,-1.427115,0.8528612351080919,0.9999916980191528,NS
LINC02326,-0.18567678,-0.5913759,0.8526982314831837,0.9999916980191528,NS
AC027601.1,-0.18569902,-1.017894,0.8526808031611811,0.9999916980191528,NS
AC015878.1,-0.18572278,-0.6444248,0.8526621660178098,0.9999916980191528,NS
LINC02447,-0.18584006,-1.3845185,0.8525701904016143,0.9999916980191528,NS
NAV2-AS5,-0.18584622,-1.3979212,0.8525653549372698,0.9999916980191528,NS
CYP4A22,-0.1860163,-2.571724,0.852431978897388,0.9999916980191528,NS
AP001094.3,-0.18603043,-0.9308049,0.8524208979962564,0.9999916980191528,NS
SKOR1,-0.18619151,-1.2740045,0.852294577782634,0.9999916980191528,NS
AC025508.1,-0.18630674,-0.7378683,0.8522042218677975,0.9999916980191528,NS
AL021155.5,-0.1863549,-0.2592912,0.8521664482307968,0.9999916980191528,NS
LINC00892,-0.1863571,-0.8556629,0.8521647358339532,0.9999916980191528,NS
LINC00958,-0.18636532,-0.54939884,0.8521582891697338,0.9999916980191528,NS
AL590101.1,-0.18649776,-1.0317237,0.8520544387998068,0.9999916980191528,NS
AC126773.3,-0.18653873,-0.6608938,0.8520223071486097,0.9999916980191528,NS
TAS2R13,-0.18653938,-1.1450868,0.8520218035196682,0.9999916980191528,NS
AL590286.2,-0.18656507,-1.2216029,0.8520016584114846,0.9999916980191528,NS
ARRDC5,-0.18663688,-0.19080798,0.8519453533462455,0.9999916980191528,NS
AC128685.1,-0.18686925,-1.0162195,0.8517631476737134,0.9999916980191528,NS
C9orf85,-0.1869318,-0.053646483,0.8517140975255549,0.9999916980191528,NS
SCARF1,-0.18703508,-0.073857516,0.8516331207128013,0.9999916980191528,NS
PIRT,-0.18717061,-0.908257,0.8515268661984652,0.9999916980191528,NS
LINC02021,-0.18723343,-0.297875,0.8514776173897263,0.9999916980191528,NS
KCTD21-AS1,-0.18725295,-0.18924089,0.8514623090845551,0.9999916980191528,NS
PCSK1,-0.18728776,-0.20712134,0.8514350161266896,0.9999916980191528,NS
AC125603.2,-0.18729252,-1.0924408,0.851431289795694,0.9999916980191528,NS
DPY30,-0.18729843,-0.0920414,0.8514266570644873,0.9999916980191528,NS
TNFRSF11A,-0.18747686,-0.12795898,0.8512867711399402,0.9999916980191528,NS
LINC02803,-0.18754159,-0.3866052,0.8512360145529988,0.9999916980191528,NS
AL354977.2,-0.1878698,-0.7867447,0.8509787163405869,0.9999916980191528,NS
FAM237B,-0.18787456,-1.8075621,0.8509749904164069,0.9999916980191528,NS
AL133367.1,-0.1879172,-0.8378705,0.8509415579483156,0.9999916980191528,NS
AC018653.3,-0.18800572,-0.60331786,0.8508721763620741,0.9999916980191528,NS
AC010889.1,-0.18801971,-0.9689361,0.850861200280744,0.9999916980191528,NS
AC126696.3,-0.18806699,-1.095592,0.8508241436324778,0.9999916980191528,NS
EIF2B3,-0.18817706,-0.05404877,0.8507378472259627,0.9999916980191528,NS
FSCN3,-0.18825054,-1.6931316,0.8506802501523925,0.9999916980191528,NS
AL390236.1,-0.18832839,-0.87805337,0.8506192303456785,0.9999916980191528,NS
KCNH3,-0.18835704,-0.4301842,0.8505967760874937,0.9999916980191528,NS
BPIFA1,-0.18837848,-0.91709185,0.8505799606461275,0.9999916980191528,NS
TESMIN,-0.18856874,-0.4945477,0.8504308398559868,0.9999916980191528,NS
AC020661.4,-0.188597,-0.74370027,0.8504086886755937,0.9999916980191528,NS
AC012499.1,-0.188607,-1.5237623,0.8504008351036211,0.9999916980191528,NS
NRXN1,-0.1887365,-0.9062667,0.8502993441243724,0.9999916980191528,NS
CLEC18A,-0.18897453,-0.73361707,0.8501127803732966,0.9999916980191528,NS
AL136084.2,-0.18919162,-0.6382101,0.8499426351053528,0.9999916980191528,NS
LINGO2,-0.18923838,-0.17716776,0.8499059893466419,0.9999916980191528,NS
CLIC3,-0.18927331,-0.27705416,0.849878605914447,0.9999916980191528,NS
AC090518.1,-0.18935926,-0.16807514,0.8498112555226989,0.9999916980191528,NS
ADGRF4,-0.18936233,-1.4635876,0.8498088393855087,0.9999916980191528,NS
PPP2R5D,-0.18991996,-0.110214606,0.8493718437939607,0.9999916980191528,NS
AC024941.2,-0.18993475,-0.6059521,0.8493602677137765,0.9999916980191528,NS
FOXQ1,-0.1899359,-0.44187117,0.8493593617610455,0.9999916980191528,NS
ZBED3-AS1,-0.18994398,-0.07822734,0.849353020097499,0.9999916980191528,NS
AC004893.3,-0.18994553,-0.4285148,0.8493518121626906,0.9999916980191528,NS
CTRL,-0.18994707,-0.43006784,0.8493506042282359,0.9999916980191528,NS
AC004034.1,-0.18995658,-0.26620924,0.849343155306914,0.9999916980191528,NS
LIX1L-AS1,-0.19011766,-0.20199537,0.8492169283345713,0.9999916980191528,NS
LINC01013,-0.1902853,-2.3941963,0.8490855718340943,0.9999916980191528,NS
AL031289.1,-0.19047362,-1.2771686,0.8489380146632294,0.9999916980191528,NS
ERICH6B,-0.19049661,-1.367176,0.8489199981542276,0.9999916980191528,NS
LINC02583,-0.19064587,-2.1043177,0.8488030437414147,0.9999916980191528,NS
BNIP5,-0.19066438,-2.252053,0.8487885504830812,0.9999916980191528,NS
UNC5A,-0.19075288,-0.45222047,0.8487192049753414,0.9999916980191528,NS
TEX38,-0.19083574,-1.2216887,0.8486542889789969,0.9999916980191528,NS
AL121820.3,-0.19091435,-0.5058449,0.8485926952151696,0.9999916980191528,NS
CELSR3,-0.19097383,-0.78353494,0.8485460979328976,0.9999916980191528,NS
AL159169.2,-0.19097999,-0.5169102,0.8485412671434134,0.9999916980191528,NS
TMPRSS15,-0.1909886,-0.82088125,0.8485345241759368,0.9999916980191528,NS
SLC5A12,-0.19101351,-1.9449986,0.8485149998251587,0.9999916980191528,NS
LINC01994,-0.19102316,-2.00717,0.8485074517763139,0.9999916980191528,NS
AC091059.1,-0.19102393,-2.0075004,0.8485068479330065,0.9999916980191528,NS
AC017071.1,-0.1912856,-0.49690706,0.8483018482709888,0.9999916980191528,NS
PCDH11Y,-0.19138964,-1.9266157,0.8482203343191917,0.9999916980191528,NS
LINC01354,-0.19139864,-1.9209534,0.8482132899797946,0.9999916980191528,NS
SERINC4,-0.1915109,-0.59424436,0.8481253373916093,0.9999916980191528,NS
GLS2,-0.19163615,-0.48694757,0.848027223177514,0.9999916980191528,NS
CDH24,-0.19168188,-0.5046699,0.8479913994974323,0.9999916980191528,NS
AC104009.1,-0.19175857,-1.7122003,0.847931325098356,0.9999916980191528,NS
LINC01756,-0.19176511,-1.7294047,0.8479261931554686,0.9999916980191528,NS
AC104655.1,-0.19177873,-0.54905427,0.8479155267849952,0.9999916980191528,NS
PPEF1,-0.19184849,-0.5672965,0.8478608872296933,0.9999916980191528,NS
AL157756.1,-0.1919817,-1.1623127,0.8477565407921157,0.9999916980191528,NS
AC009041.2,-0.19203539,-0.708072,0.8477144809767952,0.9999916980191528,NS
R3HDML,-0.1921921,-0.86356914,0.8475917251446722,0.9999916980191528,NS
AC005838.2,-0.19222282,-0.39211094,0.847567677508932,0.9999916980191528,NS
FGFRL1,-0.19224015,-0.17795713,0.8475540941790783,0.9999916980191528,NS
KCNK3,-0.19229475,-0.4417032,0.8475113321400504,0.9999916980191528,NS
TRPC7,-0.1924859,-1.4847448,0.8473616182333371,0.9999916980191528,NS
FGF13,-0.19249539,-0.0038031407,0.8473541729274088,0.9999916980191528,NS
ADGRG7,-0.192532,-1.7371451,0.8473254985656393,0.9999916980191528,NS
USE1,-0.19254717,-0.11547444,0.8473136264329116,0.9999916980191528,NS
SLC26A7,-0.19257542,-0.41865265,0.84729149204069,0.9999916980191528,NS
AF111169.3,-0.19278198,-0.66803974,0.8471297134147252,0.9999916980191528,NS
AC107463.1,-0.192871,-1.4995674,0.8470599936421708,0.9999916980191528,NS
AP000487.1,-0.19291891,-0.10477336,0.8470224681994909,0.9999916980191528,NS
LINC00581,-0.1930236,-0.93907106,0.8469404768173248,0.9999916980191528,NS
AC021148.2,-0.19323903,-0.7512988,0.8467717709288155,0.9999916980191528,NS
RABGAP1L-IT1,-0.19336453,-0.85953075,0.8466734881472682,0.9999916980191528,NS
AC126696.1,-0.1934646,-1.0096925,0.8465951251818649,0.9999916980191528,NS
AC092645.2,-0.19348952,-0.3480253,0.8465756101221608,0.9999916980191528,NS
RHOD,-0.19373848,-0.15847722,0.846380665878481,0.9999916980191528,NS
AL357093.1,-0.19375029,-0.8493341,0.8463714117930491,0.9999916980191528,NS
ANXA13,-0.19377406,-0.89953846,0.8463528030984467,0.9999916980191528,NS
ZNF354C,-0.19379511,-0.17216413,0.8463363068138035,0.9999916980191528,NS
ALG1L,-0.19380745,-2.6139443,0.8463266504833109,0.9999916980191528,NS
PLS3-AS1,-0.19395941,-0.1697238,0.8462076582222757,0.9999916980191528,NS
AC022509.5,-0.19412372,-0.6087999,0.846079013730298,0.9999916980191528,NS
NT5E,-0.19425961,-0.19328494,0.8459726009805948,0.9999916980191528,NS
AC008507.2,-0.19437382,-1.3281996,0.8458831882806986,0.9999916980191528,NS
LINC02551,-0.19438627,-1.3636179,0.8458734324593846,0.9999916980191528,NS
TTC31,-0.19438641,-0.11198058,0.8458733318840302,0.9999916980191528,NS
SMCO3,-0.1943936,-1.379295,0.8458676996681916,0.9999916980191528,NS
CHRNA1,-0.19455585,-2.2779694,0.8457406751784419,0.9999916980191528,NS
AL020997.4,-0.194562,-2.3399758,0.8457358477234539,0.9999916980191528,NS
AC107980.1,-0.19457151,-2.4364474,0.8457284054083605,0.9999916980191528,NS
ARHGEF33,-0.19462855,-0.23180448,0.8456837518068868,0.9999916980191528,NS
RGS18,-0.19468212,-0.1617406,0.8456418140785031,0.9999916980191528,NS
AL160400.1,-0.19471641,-1.2058167,0.8456149620935798,0.9999916980191528,NS
AL357522.1,-0.19475855,-0.70831126,0.8455819756309741,0.9999916980191528,NS
PGM5P3-AS1,-0.19490859,-1.9104856,0.845464513840726,0.9999916980191528,NS
AL121888.1,-0.19494352,-2.2500517,0.8454371602181969,0.9999916980191528,NS
ZBED5-AS1,-0.19500275,-0.14826295,0.8453908002761044,0.9999916980191528,NS
AC147651.1,-0.19509561,-1.1629031,0.8453180936794491,0.9999916980191528,NS
AC026523.1,-0.19509728,-1.1727198,0.8453167863806373,0.9999916980191528,NS
SHC4,-0.1951312,-0.49164334,0.8452902382507694,0.9999916980191528,NS
LINC02772,-0.19514263,-0.37246126,0.8452812883526429,0.9999916980191528,NS
AC005999.2,-0.19515419,-1.3236412,0.8452722379141683,0.9999916980191528,NS
LINC01303,-0.19519337,-0.47774643,0.8452415671356435,0.9999916980191528,NS
AC073091.4,-0.19519466,-1.4249482,0.8452405615403186,0.9999916980191528,NS
AC074099.1,-0.19526955,-1.8006968,0.8451819357687831,0.9999916980191528,NS
AC138625.2,-0.19528753,-1.9117948,0.8451678576665568,0.9999916980191528,NS
NANOS3,-0.1955,-1.2004302,0.845001538688344,0.9999916980191528,NS
MRVI1,-0.19583862,-0.15243612,0.8447364883826942,0.9999916980191528,NS
AL606491.1,-0.19608988,-0.5752589,0.8445398235654913,0.9999916980191528,NS
TUBA4B,-0.19611543,-0.2798571,0.8445198157756983,0.9999916980191528,NS
AL357568.2,-0.19615757,-0.45258662,0.8444868383310369,0.9999916980191528,NS
GBA2,-0.1962719,-0.073548794,0.8443973582233837,0.9999916980191528,NS
SDR42E1,-0.19640832,-0.54061496,0.8442905879583424,0.9999916980191528,NS
AL020996.1,-0.1965685,-1.0029345,0.8441652220052025,0.9999916980191528,NS
FBXO27,-0.19664621,-0.36348048,0.8441044003304023,0.9999916980191528,NS
AC084740.1,-0.19666317,-0.6819806,0.8440911302703219,0.9999916980191528,NS
GABRB1,-0.19673242,-0.7337509,0.8440369446509599,0.9999916980191528,NS
RXRG,-0.19677173,-1.5357158,0.8440061828281449,0.9999916980191528,NS
DIABLO,-0.19696851,-0.43770057,0.8438521762348455,0.9999916980191528,NS
AL132801.1,-0.19697315,-3.8538268,0.8438485573527202,0.9999916980191528,NS
MYOM2,-0.19697404,-0.2739049,0.8438478536815788,0.9999916980191528,NS
LINC02324,-0.19705445,-1.2063907,0.8437849258806465,0.9999916980191528,NS
OTUB1,-0.19712678,-0.12772776,0.843728331920917,0.9999916980191528,NS
TMPRSS11A,-0.19716081,-1.5441757,0.8437016938354547,0.9999916980191528,NS
CADM4,-0.19719768,-0.39798915,0.8436728444879564,0.9999916980191528,NS
PLPPR5,-0.1972077,-1.7393394,0.843665003934986,0.9999916980191528,NS
SIRPG-AS1,-0.19721593,-0.8343493,0.8436585706723247,0.9999916980191528,NS
RNFT2,-0.19733885,-3.1301413,0.8435623745359315,0.9999916980191528,NS
ABRA,-0.19735068,-3.4653096,0.8435531269634108,0.9999916980191528,NS
AC018552.3,-0.19772153,-3.0589442,0.843262945081177,0.9999916980191528,NS
AC015795.1,-0.19772422,-0.13132316,0.8432608343798862,0.9999916980191528,NS
AC007114.1,-0.19782609,-0.68602246,0.8431811311028228,0.9999916980191528,NS
ENDOU,-0.19789687,-1.4013973,0.8431257518395836,0.9999916980191528,NS
TEN1,-0.19814916,-0.2089681,0.8429283627377604,0.9999916980191528,NS
VIPR2,-0.19816317,-0.36641943,0.8429174081325168,0.9999916980191528,NS
AC035140.1,-0.19816458,-1.0663776,0.8429163026235844,0.9999916980191528,NS
ULK3,-0.19822083,-0.12655059,0.8428722835194926,0.9999916980191528,NS
AL354809.1,-0.19828647,-0.6763461,0.8428209285185416,0.9999916980191528,NS
MDGA1,-0.19838436,-0.112577476,0.8427443495043291,0.9999916980191528,NS
GET4,-0.19843882,-0.59054387,0.8427017392531615,0.9999916980191528,NS
AMBP,-0.19846684,-2.4953074,0.8426798313315806,0.9999916980191528,NS
ADAM32,-0.19867352,-0.11052002,0.8425181385579514,0.9999916980191528,NS
NOXO1,-0.19869356,-1.450663,0.8425024620478418,0.9999916980191528,NS
AC021818.1,-0.19883281,-2.2491455,0.8423935321247948,0.9999916980191528,NS
AC073349.4,-0.19903807,-0.49737775,0.8422329564288513,0.9999916980191528,NS
